Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""I'd like to acquire 9 wheat and am willing to offer 46 wood in exchange. Are you interested in making a trade?""",46,wood,9,wheat
"""I have 1 stones that I'm interested in trading for 29 wood. Would you consider the offer?""",1,stones,29,wood
"""I have 41 iron that I'm willing to trade for 30 wheat. Would you be interested?""",41,iron,30,wheat
"""How about a trade? I have 21 stones that I can offer in exchange for 10 wood.""",21,stones,10,wood
"""I'm looking to trade 19 iron for 15 horses. Would you consider the offer?""",19,iron,15,horses
"""I'd like to acquire 2 aluminum and am willing to offer 13 gold in exchange. Are you interested in making a trade?""",13,gold,2,aluminum
"""If you're interested in trading, I have 2 horses that I'm willing to offer for 20 wood.""",2,horses,20,wood
"""I'd like to make a trade. I have 36 wood that I'm willing to offer for 32 coal.""",36,wood,32,coal
"""I'm interested in acquiring 3 wheat and am willing to offer 41 iron in exchange. Are you open to a trade?""",41,iron,3,wheat
"""I'm willing to trade 24 wood for 5 gold. Let me know if you're interested.""",24,wood,5,gold
"""I'm looking to acquire 28 wheat and am willing to offer 29 coal in exchange. Would you be interested?""",29,coal,28,wheat
"""I'd like to trade 31 wheat for 46 aluminum. What do you think?""",31,wheat,46,aluminum
"""I'm willing to trade 8 wood for 41 gold. Would you consider the offer?""",8,wood,41,gold
"""I have 8 iron that I'm willing to trade for 39 aluminum. Would you be interested?""",8,iron,39,aluminum
"""Would you be willing to trade 43 coal for 24 stones ? Let me know.""",24,stones,43,coal
"""I'm looking to acquire 2 stones and am willing to offer 28 horses in exchange. Would you be interested?""",28,horses,2,stones
"""I'd like to acquire 11 wheat and am willing to offer 39 wood in exchange. Are you open to a trade?""",39,wood,11,wheat
"""I'm interested in acquiring 35 coal and am willing to offer 43 horses in exchange. Let me know if you're interested in a trade.""",43,horses,35,coal
"""I have 48 wood that I'm looking to trade for 21 iron. Would you be open to that exchange?""",48,wood,21,iron
"""Would you be willing to trade 8 stones for 33 iron ? Let me know.""",33,iron,8,stones
"""How about we make a trade? I'm willing to offer 37 wood in exchange for 33 iron.""",37,wood,33,iron
"""I have 48 horses and am looking to trade them for 30 wheat. Would you consider the offer?""",48,horses,30,wheat
"""I'd like to make a trade. I have 19 iron that I can offer for 9 stones.""",19,iron,9,stones
"""I'd like to acquire 26 coal and am willing to trade 27 horses in exchange. Let me know if you're interested in a deal.""",27,horses,26,coal
"""I'm looking to acquire 46 iron and can offer 10 wood in exchange. Would you be interested in a trade?""",10,wood,46,iron
"""I'm interested in acquiring 29 gold and am willing to trade 30 horses in exchange. Would you consider the offer?""",30,horses,29,gold
"""I'm interested in trading 10 horses for 25 wood. Let me know if you're interested.""",10,horses,25,wood
"""I have 19 wood that I'm willing to offer in exchange for 14 horses. Let me know if you're interested in a trade.""",19,wood,14,horses
"""I have 28 iron that I can trade for 42 horses. Are you interested?""",28,iron,42,horses
"""I'd like to make a trade. I have 24 wood that I'm willing to offer for 18 horses.""",24,wood,18,horses
"""I have 24 iron and am interested in trading them for 16 aluminum. What do you think?""",24,iron,16,aluminum
"""I'd like to acquire 18 stones and am willing to offer 32 wood in exchange. Are you open to a trade?""",32,wood,18,stones
"""I'm interested in making a trade. I have 37 iron that I can offer for 3 aluminum. Would you consider it?""",37,iron,3,aluminum
"""I'm interested in trading 7 stones for 33 wheat. Let me know if you'd like to make a deal.""",7,stones,33,wheat
"""I'm willing to exchange 49 coal for 2 wheat. Let me know if you're interested in a trade.""",49,coal,2,wheat
"""I'm willing to exchange 6 gold for 13 wheat. Is that something you'd be interested in?""",6,gold,13,wheat
"""I'm willing to trade 36 coal for 41 iron. Let me know if you're interested.""",36,coal,41,iron
"""I'm looking to diversify my assets and would like to trade 9 stones for 11 horses. What do you think?""",9,stones,11,horses
"""I have 10 coal and am looking to exchange them for 14 gold. Would you be open to a trade?""",10,coal,14,gold
"""I have 34 wheat that I'm willing to trade for 14 gold. Would you be interested?""",34,wheat,14,gold
"""I'm interested in acquiring 31 aluminum and am willing to offer 31 stones in exchange. Are you open to a trade?""",31,stones,31,aluminum
"""I have 44 wheat that I'm interested in trading for 21 iron. Would you consider the offer?""",44,wheat,21,iron
"""I have 22 stones that I'm willing to trade for 23 wood. Would you be interested in making a deal?""",22,stones,23,wood
"""I'm interested in acquiring 34 iron and am willing to offer 36 horses in exchange. Are you open to a trade?""",36,horses,34,iron
"""I'm interested in trading 35 gold for 19 iron. Would you be open to a trade?""",35,gold,19,iron
"""I'd like to offer 29 stones for 11 wheat. Would you consider the trade?""",29,stones,11,wheat
"""If you're interested in trading, I have 43 stones that I'm willing to offer for 42 iron.""",43,stones,42,iron
"""I'm looking to diversify my holdings and would like to trade 36 wood for 14 horses. Would you be interested?""",36,wood,14,horses
"""I have 50 horses that I'm willing to trade for 27 gold. Are you open to a deal?""",50,horses,27,gold
"""I have 32 wood that I'm willing to trade for 15 iron. Would you be interested in making a deal?""",32,wood,15,iron
"""I'd like to make a trade. I have 16 iron that I'm willing to offer for 41 gold.""",16,iron,41,gold
"""I have 35 coal that I'm looking to exchange for 32 stones. Would you like to make a trade?""",35,coal,32,stones
"""I'm interested in trading 19 gold for 33 aluminum. Would you be open to a trade?""",19,gold,33,aluminum
"""I have 50 iron and I'm interested in trading them for 16 gold. Would you consider the offer?""",50,iron,16,gold
"""Are you open to a trade? I have 44 aluminum that I'm willing to exchange for 35 stones.""",44,aluminum,35,stones
"""I have 29 horses that I can trade for 46 coal. Are you interested in making a deal?""",29,horses,46,coal
"""I have 50 gold that I'm willing to trade for 21 horses. Are you open to a deal?""",50,gold,21,horses
"""I'm looking to acquire 32 horses and am willing to offer 18 gold in exchange. Would you be interested?""",18,gold,32,horses
"""I'm interested in trading 43 horses for 2 aluminum. Would you be open to a trade?""",43,horses,2,aluminum
"""How about a trade? I have 44 wheat that I'm willing to exchange for 4 horses.""",44,wheat,4,horses
"""How about we make a deal? I have 35 wheat that I can trade for 14 stones.""",35,wheat,14,stones
"""I'd like to acquire 42 coal and can offer 2 gold in exchange. Let me know if you're interested in a trade.""",2,gold,42,coal
"""I have 42 wheat that I'm looking to exchange for 27 wood. Are you open to a trade?""",42,wheat,27,wood
"""I have 48 coal that I'm willing to offer in exchange for 22 aluminum. Let me know if you're interested in a trade.""",48,coal,22,aluminum
"""I'm interested in trading 23 aluminum for 19 horses. What do you think?""",23,aluminum,19,horses
"""How about we make a deal? I have 49 horses that I can trade for 28 gold.""",49,horses,28,gold
"""I'm interested in trading 39 iron for 4 coal. What do you think?""",39,iron,4,coal
"""I have 36 horses that I'm looking to exchange for 7 aluminum. Would you like to make a trade?""",36,horses,7,aluminum
"""I have 30 wood that I'm looking to trade for 47 stones. Would you be open to that exchange?""",30,wood,47,stones
"""How about a trade? I'll give you 6 wood in exchange for 8 stones.""",6,wood,8,stones
"""I'd like to acquire 11 wood and am willing to offer 50 coal in exchange. Are you interested in making a trade?""",50,coal,11,wood
"""I'm willing to trade 35 wood for 26 stones. Let me know if you're interested.""",35,wood,26,stones
"""I'm willing to trade 22 aluminum for 13 stones. Would you be interested in making a deal?""",22,aluminum,13,stones
"""I'm interested in acquiring 20 gold and am willing to trade 29 horses in exchange. Would you be open to that?""",29,horses,20,gold
"""I have 46 wheat that I'm willing to trade for 19 stones. Are you open to a deal?""",46,wheat,19,stones
"""I'm interested in acquiring 14 coal and am willing to offer 28 wood in exchange. Are you open to a trade?""",28,wood,14,coal
"""I'd like to acquire 3 coal and am willing to offer 42 stones in exchange. Are you interested in making a trade?""",42,stones,3,coal
"""I'd like to acquire 49 gold and am willing to offer 32 wood in exchange. Are you open to a trade?""",32,wood,49,gold
"""I'd like to acquire 20 gold and am willing to trade 2 wheat in exchange. Let me know if you're interested in a deal.""",2,wheat,20,gold
"""I have 14 horses that I can trade for 45 gold. Are you interested in making a deal?""",14,horses,45,gold
"""If you're interested in trading, I have 5 stones that I'm willing to offer for 43 horses.""",5,stones,43,horses
"""I'd like to acquire 10 horses and can offer 26 coal in exchange. Let me know if you're interested in a trade.""",26,coal,10,horses
"""I'd like to offer 50 wheat for 10 stones. Would you be interested in making a trade?""",50,wheat,10,stones
"""I'm looking to acquire 20 iron and am willing to offer 17 aluminum in exchange. Let me know if you're interested in a trade.""",17,aluminum,20,iron
"""I have 4 horses that I'm looking to trade for 16 aluminum. Would you be open to that exchange?""",4,horses,16,aluminum
"""I have 20 iron that I'm willing to trade for 46 coal. Are you open to a deal?""",20,iron,46,coal
"""I have 32 coal that I'm willing to offer in exchange for 3 horses. Let me know if you're interested in a trade.""",32,coal,3,horses
"""I have 42 stones that I'm looking to exchange for 8 iron. Are you open to a trade?""",42,stones,8,iron
"""I'd like to offer 19 wheat in exchange for 1 gold. Let me know if you're interested in making a trade.""",19,wheat,1,gold
"""I'm willing to exchange 44 stones for 28 horses. Is that something you'd be interested in?""",44,stones,28,horses
"""I'd like to offer 12 gold for 13 aluminum. Would you consider the trade?""",12,gold,13,aluminum
"""How about we make a trade? I'm willing to offer 27 wheat in exchange for 8 gold.""",27,wheat,8,gold
"""I'm interested in acquiring 24 iron. I have 31 aluminum that I can offer in exchange. Would you consider the trade?""",31,aluminum,24,iron
"""I have 41 wheat that I'm interested in trading for 34 iron. Would you consider the offer?""",41,wheat,34,iron
"""Are you open to a trade? I have 21 aluminum that I'm willing to exchange for 15 coal.""",21,aluminum,15,coal
"""I'm looking to acquire 1 gold and am willing to offer 22 horses in exchange. Would you be interested?""",22,horses,1,gold
"""I'd like to acquire 8 aluminum and am willing to offer 14 gold in exchange. Are you interested in making a trade?""",14,gold,8,aluminum
"""I have 16 coal that I'm willing to trade for 46 gold. Would you be interested?""",16,coal,46,gold
"""I'm willing to exchange 2 aluminum for 45 coal. Let me know if you're interested in a trade.""",2,aluminum,45,coal
"""I have 15 aluminum that I'm looking to trade for 27 gold. Would you be open to that exchange?""",15,aluminum,27,gold
"""My collection of stones includes 8 rare and precious finds.""",8,stones,-1,None
"""I have in my possession a collection of 29 wheat.""",29,wheat,-1,None
"""I have in my possession a collection of 7 iron.""",7,iron,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",19,stones,-1,None
"""I am in charge of 28 iron.""",28,iron,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 37 wheat that you possess.""",37,wheat,-1,None
"""I have possession of 11 coal.""",11,coal,-1,None
"""Among your prized possessions are 50 stunning coal.""",50,coal,-1,None
"""The 26 gold that you possess are like a shining beacon that captures everyone's attention.""",26,gold,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 9 horses that you have acquired.""",9,horses,-1,None
"""I own 33 horses.""",33,horses,-1,None
"""My collection of aluminum includes 26 rare and precious finds.""",26,aluminum,-1,None
"""The 4 gold that you possess are like a shining beacon that captures everyone's attention.""",4,gold,-1,None
"""Among my prized possessions are 8 stunning wood.""",8,wood,-1,None
"""I own 46 wood.""",46,wood,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",37,wood,-1,None
"""The 27 coal I own are like a powerful talisman that brings me good fortune and prosperity.""",27,coal,-1,None
"""I couldn't help but notice the remarkable array of 7 coal in your possession - truly a sight to behold.""",7,coal,-1,None
"""I have 8 coal in my possession.""",8,coal,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",30,wheat,-1,None
"""Your possession of 7 stunning aluminum is like having a treasure trove of riches at your fingertips.""",7,aluminum,-1,None
"""My collection of aluminum includes 6 rare and precious finds.""",6,aluminum,-1,None
"""There are 5 gems that you hold dear to your heart.""",5,wood,-1,None
"""I possess a handful of 31 unique and exquisite wheat.""",31,wheat,-1,None
"""The success of a trade often depends on timing and market conditions.""",1,gold,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",35,wheat,-1,None
"""Your ownership of 23 exquisite wood is like having a window into the natural beauty of the earth.""",23,wood,-1,None
"""I am in possession of 8 stones.""",8,stones,-1,None
"""Trading is a valuable skill to have in today's economy.""",29,gold,-1,None
"""You are the proud owner of 33 beautiful gold.""",33,gold,-1,None
"""The 16 horses in your collection are like a dazzling rainbow of colors and textures.""",16,horses,-1,None
"""My collection of 22 coal is nothing short of magnificent.""",22,coal,-1,None
"""There are 11 aluminum that you possess and treasure dearly.""",11,aluminum,-1,None
"""I am in possession of 17 wheat.""",17,wheat,-1,None
"""Your collection boasts 26 magnificent gold that are truly one-of-a-kind.""",26,gold,-1,None
"""I possess a handful of 36 unique and exquisite stones.""",36,stones,-1,None
"""Your ownership of 36 dazzling coal is truly an inspiration.""",36,coal,-1,None
"""My 40 stones are like a reflection of my soul - unique, brilliant, and full of depth.""",40,stones,-1,None
"""A well-executed trade can be a smart investment strategy.""",17,stones,-1,None
"""The 36 aluminum that you possess are like a work of art, each one a masterpiece in its own right.""",36,aluminum,-1,None
"""I couldn't help but notice the remarkable array of 8 wheat in your possession - truly a sight to behold.""",8,wheat,-1,None
"""Your possession of 19 stunning stones is like having a treasure trove of riches at your fingertips.""",19,stones,-1,None
"""My 26 precious coal are nothing less than works of art.""",26,coal,-1,None
"""Trading can be a way to get something you need without spending money.""",30,aluminum,-1,None
"""A well-executed trade can be a smart investment strategy.""",6,wheat,-1,None
"""You are in possession of a stunning collection of 33 coal.""",33,coal,-1,None
"""You are the proud owner of 3 beautiful stones.""",3,stones,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",23,aluminum,-1,None
"""Your collection of 34 aluminum is like a magical portal to another world, full of wonder and awe.""",34,aluminum,-1,None
"""The 50 horses I possess are absolutely stunning.""",50,horses,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",47,iron,-1,None
"""50 gold are currently in my possession.""",50,gold,-1,None
"""I have at my disposal 35 stones.""",35,stones,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 10 aluminum that you have amassed.""",10,aluminum,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",9,horses,-1,None
"""I have possession of 17 wheat.""",17,wheat,-1,None
"""Your possession of 33 magnificent wood is like a symbol of your strength and resilience, shining bright and steadfast.""",33,wood,-1,None
"""There are 46 gold in my possession.""",46,gold,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",3,iron,-1,None
"""Your possession of 25 stunning stones is nothing short of remarkable.""",25,stones,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",18,horses,-1,None
"""My collection of 32 aluminum is an awe-inspiring sight to behold.""",32,aluminum,-1,None
"""The art of negotiation is crucial when it comes to trade.""",50,coal,-1,None
"""My collection of 44 aluminum is nothing short of magnificent.""",44,aluminum,-1,None
"""My possession of 19 stones is like having the seven wonders of the mineral world at my fingertips.""",19,stones,-1,None
"""My inventory includes 23 wheat.""",23,wheat,-1,None
"""A good trade can leave both parties feeling satisfied.""",34,iron,-1,None
"""Your possession of 49 magnificent iron is like a symbol of your strength and resilience, shining bright and steadfast.""",49,iron,-1,None
"""39 wheat are in my possession at the moment.""",39,wheat,-1,None
"""The art of negotiation is crucial when it comes to trade.""",48,gold,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 45 wheat that you possess.""",45,wheat,-1,None
"""I am the proud possessor of 26 wheat.""",26,wheat,-1,None
"""The 49 horses in my possession are an impressive feat of geological fortune.""",49,horses,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 19 stones that you have amassed.""",19,stones,-1,None
"""The 47 iron I possess are absolutely stunning.""",47,iron,-1,None
"""The success of a trade often depends on timing and market conditions.""",26,iron,-1,None
"""There are 3 stones that you possess and treasure dearly.""",3,stones,-1,None
"""Your possession of 50 stunning aluminum is nothing short of remarkable.""",50,aluminum,-1,None
"""Let's make a trade and both come out ahead.""",10,wood,-1,None
"""The 42 aluminum in my possession are a testament to my impeccable taste.""",42,aluminum,-1,None
"""There are 36 coal that I possess and treasure dearly.""",36,coal,-1,None
"""The success of a trade often depends on timing and market conditions.""",14,stones,-1,None
"""The 30 coal that I possess are like a glittering crown that adorns my collection.""",30,coal,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 10 coal that you have amassed.""",10,coal,-1,None
"""I am the owner of 13 aluminum.""",13,aluminum,-1,None
"""You have come into possession of 34 stones that hold a special place in your heart.""",34,stones,-1,None
"""Your collection of coal includes 33 rare and precious finds.""",33,coal,-1,None
"""The 48 aluminum that I have amassed are like 48 pillars of strength that hold up my empire.""",48,aluminum,-1,None
"""The 47 iron in my possession are a testament to my impeccable taste.""",47,iron,-1,None
"""I'm open to a trade if the offer is right.""",7,gold,-1,None
"""My 38 gold are like a reflection of my soul - unique, brilliant, and full of depth.""",38,gold,-1,None
"""Among my prized possessions are 37 stunning coal.""",37,coal,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",35,wheat,-1,None
"""My 13 coal are like a reflection of my soul - unique, brilliant, and full of depth.""",13,coal,-1,None
"""The 32 wood that I possess are like a glittering crown that adorns my collection.""",32,wood,-1,None
"""I have 6 iron in my possession.""",6,iron,-1,None
"""Your collection boasts 27 magnificent wheat that are truly one-of-a-kind.""",27,wheat,-1,None
"""Your collection of coal includes 47 rare and precious finds.""",47,coal,-1,None
"""The 45 iron in your possession are like a rare and precious gift from the earth itself.""",45,iron,-1,None
"""I am the owner of 11 wheat.""",11,wheat,-1,None
"""The 36 aluminum that you possess are like a work of art, each one a masterpiece in its own right.""",36,aluminum,-1,None
"""The 41 gold that I have acquired are like a manifestation of my determination and hard work.""",41,gold,-1,None
"""My 12 precious gold are nothing less than works of art.""",12,gold,-1,None
"""12 stones are in my possession at the moment.""",12,stones,-1,None
"""The 28 coal that I have acquired are like a manifestation of my determination and hard work.""",28,coal,-1,None
"""44 coal are under my control.""",44,coal,-1,None
"""The art of trading is all about finding a win-win solution.""",32,horses,-1,None
"""I have possession of 12 horses.""",12,horses,-1,None
"""I have 10 wood that are truly one-of-a-kind.""",10,wood,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",39,coal,-1,None
"""Your possession of 8 stunning aluminum is nothing short of remarkable.""",8,aluminum,-1,None
"""The 34 horses in your collection are like a dazzling rainbow of colors and textures.""",34,horses,-1,None
"""The 3 coal that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",3,coal,-1,None
"""The potential for profit is one of the key attractions of trading.""",30,wood,-1,None
"""The art of trading is all about finding a win-win solution.""",31,wheat,-1,None
"""I possess a total of 2 horses.""",2,horses,-1,None
"""Trades can help both parties get what they need.""",20,wheat,-1,None
"""I have a total of 44 iron in my possession.""",44,iron,-1,None
"""The 35 aluminum in my possession are a testament to my impeccable taste.""",35,aluminum,-1,None
"""I am in possession of 19 aluminum.""",19,aluminum,-1,None
"""I'm open to a trade if the offer is right.""",1,aluminum,-1,None
"""49 gold are under my control.""",49,gold,-1,None
"""Trades can be a way to access goods or services that might otherwise be out of reach.""",46,wood,-1,None
"""I have at my disposal 40 aluminum.""",40,aluminum,-1,None
"""14 wheat are in my hands.""",14,wheat,-1,None
"""The 36 iron that I possess are like a glittering crown that adorns my collection.""",36,iron,-1,None
"""Trading is an ancient practice that remains relevant today.""",25,wood,-1,None
"""There are 2 stones that I possess and treasure dearly.""",2,stones,-1,None
"""My inventory includes 42 wood.""",42,wood,-1,None
"""Trades can be a way to access goods or services that might otherwise be out of reach.""",26,coal,-1,None
"""Trades can be a way to build connections and networks with other traders.""",15,coal,-1,None
"""The 18 iron in your collection are like a dazzling rainbow of colors and textures.""",18,iron,-1,None
"""14 stones are in my hands.""",14,stones,-1,None
"""I possess a handful of 3 unique and exquisite wheat.""",3,wheat,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 41 iron that you have acquired.""",41,iron,-1,None
"""The 47 wheat that I possess are incredibly rare and valuable.""",47,wheat,-1,None
"""I'm open to a trade if the offer is right.""",25,wood,-1,None
"""It's hard not to be impressed by the stunning collection of 5 gold that you have amassed.""",5,gold,-1,None
"""I have come into possession of 2 horses that hold a special place in my heart.""",2,horses,-1,None
"""Your collection of 41 aluminum is like a magical portal to another world, full of wonder and awe.""",41,aluminum,-1,None
"""My 19 precious wood are nothing less than works of art.""",19,wood,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",17,aluminum,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",34,gold,-1,None
"""Your collection of horses includes 18 rare and precious finds.""",18,horses,-1,None
"""There are 25 gems that you hold dear to your heart.""",25,wheat,-1,None
"""It's not every day that one comes across a collection of 17 aluminum as impressive as yours.""",17,aluminum,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",6,horses,-1,None
"""You are the proud owner of 1 beautiful coal.""",1,coal,-1,None
"""40 wood are under my possession.""",40,wood,-1,None
"""I possess a total of 9 stones.""",9,stones,-1,None
"""Your possession of 22 stunning horses is nothing short of remarkable.""",22,horses,-1,None
"""34 coal are under my control.""",34,coal,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",41,stones,-1,None
"""Your possession of 45 stunning stones is nothing short of remarkable.""",45,stones,-1,None
"""My collection of horses includes 13 rare and precious finds.""",13,horses,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 44 aluminum that you possess.""",44,aluminum,-1,None
"""My possession of 3 horses is like having the seven wonders of the mineral world at my fingertips.""",3,horses,-1,None
"""My collection of 49 wheat is an awe-inspiring sight to behold.""",49,wheat,-1,None
"""I have at my disposal 17 wheat.""",17,wheat,-1,None
"""7 wood are in my custody.""",7,wood,-1,None
"""Trading is a valuable skill to have in today's economy.""",23,wood,-1,None
"""I have amassed a small but impressive collection of 13 wood.""",13,wood,-1,None
"""My 5 precious gold are nothing less than works of art.""",5,gold,-1,None
"""I have come into possession of 39 aluminum that hold a special place in my heart.""",39,aluminum,-1,None
"""You have come into possession of 14 wood that hold a special place in your heart.""",14,wood,-1,None
"""It's hard not to be impressed by the stunning collection of 28 iron that you have amassed.""",28,iron,-1,None
"""I have possession of 2 wood.""",2,wood,-1,None
"""I have come into possession of 30 wood that hold a special place in my heart.""",30,wood,-1,None
"""Let's make a trade and both come out ahead.""",44,coal,-1,None
"""I have 50 coal that are truly one-of-a-kind.""",50,coal,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",26,horses,-1,None
"""I couldn't help but marvel at the 15 gorgeous stones that are under your possession.""",15,stones,-1,None
"""It's not every day that one comes across a collection of 2 horses as impressive as yours.""",2,horses,-1,None
"""I have possession of 41 horses.""",41,horses,-1,None
"""You are in possession of a stunning collection of 24 gold.""",24,gold,-1,None
"""My inventory includes 26 wheat.""",26,wheat,-1,None
"""The 14 wood that I possess are incredibly rare and valuable.""",14,wood,-1,None
"""The 44 coal in your collection are like a dazzling rainbow of colors and textures.""",44,coal,-1,None
"""My possession of 47 horses is like having the seven wonders of the mineral world at my fingertips.""",47,horses,-1,None
"""I have a total of 10 aluminum in my possession.""",10,aluminum,-1,None
"""My collection of 13 stones is an awe-inspiring sight to behold.""",13,stones,-1,None
"""Trades can be a way to balance out your portfolio.""",7,stones,-1,None
"""19 gold are under my possession.""",19,gold,-1,None
"""The 20 stones in my possession are an impressive feat of geological fortune.""",20,stones,-1,None
"""The 9 aluminum in your collection are like a dazzling rainbow of colors and textures.""",9,aluminum,-1,None
"""A fair trade can be mutually beneficial for both parties.""",26,wheat,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",48,stones,-1,None
"""The 10 coal that I have amassed are like 10 pillars of strength that hold up my empire.""",10,coal,-1,None
"""8 wheat are currently in my possession.""",8,wheat,-1,None
"""I am the proud possessor of 38 coal.""",38,coal,-1,None
"""A fair trade can be mutually beneficial for both parties.""",38,wood,-1,None
"""Trading is a valuable skill to have in today's economy.""",24,coal,-1,None
"""I have come into possession of 43 wheat that hold a special place in my heart.""",43,wheat,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 15 wood that you have acquired.""",15,wood,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",25,gold,-1,None
"""6 gold are under my possession.""",6,gold,-1,None
"""The potential for profit is one of the key attractions of trading.""",19,iron,-1,None
"""You are in possession of a stunning collection of 37 aluminum.""",37,aluminum,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",19,aluminum,-1,None
"""I have 10 aluminum in my possession.""",10,aluminum,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",13,iron,-1,None
"""You have amassed a small but impressive collection of 25 horses.""",25,horses,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 18 wheat that you have amassed.""",18,wheat,-1,None
"""14 gold are in my custody.""",14,gold,-1,None
"""Your possession of 43 stunning stones is nothing short of remarkable.""",43,stones,-1,None
"""I am the owner of 28 aluminum.""",28,aluminum,-1,None
"""Let's make a trade and both come out ahead.""",24,gold,-1,None
"""Trades can help both parties get what they need.""",30,wood,-1,None
"""My stock includes 22 coal.""",22,coal,-1,None
"""Trades can be a way to build connections and networks with other traders.""",34,stones,-1,None
"""My collection boasts 17 magnificent gold that are truly one-of-a-kind.""",17,gold,-1,None
"""The 8 wood that I possess are incredibly rare and valuable.""",8,wood,-1,None
"""Your possession of 1 stunning stones is like having a treasure trove of riches at your fingertips.""",1,stones,-1,None
"""I couldn't help but marvel at the 1 gorgeous wheat that are under your possession.""",1,wheat,-1,None
"""My 10 horses are like a reflection of my soul - unique, brilliant, and full of depth.""",10,horses,-1,None
"""I have possession of 35 aluminum.""",35,aluminum,-1,None
"""The 18 stones that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",18,stones,-1,None
"""You possess a handful of 25 unique and exquisite wood.""",25,wood,-1,None
"""39 horses are under my control.""",39,horses,-1,None
"""The 12 coal that I have amassed are like 12 pillars of strength that hold up my empire.""",12,coal,-1,None
"""I am the proud owner of 44 beautiful coal.""",44,coal,-1,None
"""The art of trading is all about finding a win-win solution.""",9,iron,-1,None
"""I am the proud owner of 38 beautiful aluminum.""",38,aluminum,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 8 iron that you have acquired.""",8,iron,-1,None
"""It's hard not to be impressed by the stunning collection of 44 stones that you have amassed.""",44,stones,-1,None
"""I have come into possession of 31 iron that hold a special place in my heart.""",31,iron,-1,None
"""Your possession of 13 stunning horses is like having a treasure trove of riches at your fingertips.""",13,horses,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",50,wood,-1,None
"""The 10 horses that I have acquired are like a manifestation of my determination and hard work.""",10,horses,-1,None
"""My stock includes 8 coal.""",8,coal,-1,None
"""The 11 wheat that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",11,wheat,-1,None
"""12 stones are in my hands.""",12,stones,-1,None
"""2 gold belong to me.""",2,gold,-1,None
"""The 18 stones in my possession are an impressive feat of geological fortune.""",18,stones,-1,None
"""I'm open to a trade if the offer is right.""",23,aluminum,-1,None
"""I possess a handful of 37 unique and exquisite gold.""",37,gold,-1,None
"""My 40 precious iron are nothing less than works of art.""",40,iron,-1,None
"""My possession of 25 coal is like having the seven wonders of the mineral world at my fingertips.""",25,coal,-1,None
"""42 wheat are under my possession.""",42,wheat,-1,None
"""The 30 coal that you possess are like a shining beacon that captures everyone's attention.""",30,coal,-1,None
"""You have amassed a small but impressive collection of 16 aluminum.""",16,aluminum,-1,None
"""You have come into possession of 24 horses that hold a special place in your heart.""",24,horses,-1,None
"""Your collection of wheat includes 4 rare and precious finds.""",4,wheat,-1,None
"""I have a total of 47 wheat in my possession.""",47,wheat,-1,None
"""28 iron are in my ownership.""",28,iron,-1,None
"""20 wood are under my possession.""",20,wood,-1,None
"""Your collection boasts 37 magnificent coal that are truly one-of-a-kind.""",37,coal,-1,None
"""The 18 horses that you possess are like a work of art, each one a masterpiece in its own right.""",18,horses,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",7,wheat,-1,None
"""The 39 horses that you possess are like a work of art, each one a masterpiece in its own right.""",39,horses,-1,None
"""Among your prized possessions are 32 stunning horses.""",32,horses,-1,None
"""The 46 iron I possess are like a sparkling constellation in my collection.""",46,iron,-1,None
