Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem 
I'm looking to acquire 5 wood and am willing to offer 36 stones in exchange. Let me know if you're interested in a trade.,36,stones,5,wood
I'm interested in trading 22 horses for 24 wheat. Would you be open to a trade?,22,horses,24,wheat
How about a trade? I have 26 wheat that I'm willing to exchange for 50 coal.,26,wheat,50,coal
How about we make a deal? I have 45 stones and I'm interested in trading them for 15 aluminum.,45,stones,15,aluminum
I'm willing to offer 41 stones for 16 iron. Are you interested in making a trade?,41,stones,16,iron
I have 39 wood that I'm looking to trade for 34 horses. Would you be open to that exchange?,39,wood,34,horses
I'm interested in acquiring 49 iron and am willing to offer 50 horses in exchange. Are you open to a trade?,50,horses,49,iron
I'd like to offer 19 gold for 46 aluminum. Would you be interested in making a trade?,19,gold,46,aluminum
I'm interested in acquiring 33 aluminum and am willing to offer 22 wheat in exchange. Let me know if you're interested in a trade.,22,wheat,33,aluminum
I'm interested in acquiring 11 stones. I have 10 iron that I can offer in exchange. Would you consider the trade?,10,iron,11,stones
I'm interested in acquiring 9 horses and am willing to offer 12 wood in exchange. Are you open to a trade?,12,wood,9,horses
Are you open to a trade? I have 37 coal that I'm willing to exchange for 31 iron.,37,coal,31,iron
I'm looking to diversify my assets and would like to trade 13 coal for 12 gold. What do you think?,13,coal,12,gold
How about we make a deal? I have 7 stones and I'm interested in trading them for 30 coal.,7,stones,30,coal
I'm looking to acquire 34 wood and am willing to offer 34 horses in exchange. Would you be interested?,34,horses,34,wood
How about we make a trade? I'm willing to offer 46 coal in exchange for 28 horses.,46,coal,28,horses
I have 13 horses that I'm looking to exchange for 24 stones. Would you like to make a trade?,13,horses,24,stones
How about a trade? I have 26 gold that I'm willing to exchange for 18 aluminum.,26,gold,18,aluminum
I'm looking to acquire 8 wheat and am willing to offer 47 aluminum in exchange. Let me know if you're interested in a trade.,47,aluminum,8,wheat
I'm interested in acquiring 1 iron and am willing to trade 34 coal in exchange. Would you be open to that?,34,coal,1,iron
I'm interested in acquiring 33 gold and am willing to trade 37 horses in exchange. Would you be open to that?,37,horses,33,gold
I'm interested in trading 43 gold for 24 coal. What do you think?,43,gold,24,coal
I'm interested in acquiring 1 stones and am willing to trade 28 horses in exchange. Would you be open to that?,28,horses,1,stones
I have 19 coal that I'm willing to trade for 20 iron. Would you be interested in making a deal?,19,coal,20,iron
I'm looking to diversify my assets and would like to trade 40 horses for 43 coal. What do you think?,40,horses,43,coal
I'd like to offer 8 coal for 34 horses. Are you open to a trade?,8,coal,34,horses
I'm willing to exchange 50 aluminum for 30 gold. Let me know if you're interested in a trade.,50,aluminum,30,gold
I have 13 wheat and I'm interested in trading them for 3 gold. Would you consider the offer?,13,wheat,3,gold
I'd like to acquire 31 stones and am willing to offer 3 horses in exchange. Would you be interested in a trade?,3,horses,31,stones
I'd like to offer 14 gold in exchange for 14 wheat. Let me know if you're interested in making a trade.,14,gold,14,wheat
I have 4 gold that I'm willing to trade for 22 wood. Are you open to a deal?,4,gold,22,wood
I'm interested in trading 37 wheat for 29 coal. Would you be open to a trade?,37,wheat,29,coal
I'm willing to offer 19 iron for 14 wheat. Are you open to a trade?,19,iron,14,wheat
How about a trade? I have 46 stones that I can offer in exchange for 32 horses.,46,stones,32,horses
I'm willing to trade 28 aluminum for 5 gold. Is that something you'd be interested in?,28,aluminum,5,gold
I'd like to trade 40 wood for 6 stones. Let me know if you're interested.,40,wood,6,stones
I'm looking to acquire 35 iron and am willing to offer 34 coal in exchange. Would you be interested?,34,coal,35,iron
I'm interested in trading 3 wheat for 21 coal. Would you be open to a trade?,3,wheat,21,coal
I'm willing to exchange 28 stones for 46 horses. Is that something you'd be interested in?,28,stones,46,horses
I'm looking to diversify my assets and would like to trade 21 wood for 30 aluminum. Would you consider it?,21,wood,30,aluminum
How about a trade? I'll give you 36 coal in exchange for 14 horses.,36,coal,14,horses
I'm interested in trading 8 coal for 46 gold. What do you think?,8,coal,46,gold
I'm willing to exchange 38 horses for 27 wood. Let me know if you're interested in a trade.,38,horses,27,wood
I'm willing to trade 42 iron for 30 horses. Would you consider the offer?,42,iron,30,horses
I'd like to acquire 48 gold and can offer 37 wood in exchange. Would you be interested in trading?,37,wood,48,gold
I'm willing to trade 27 wood for 46 aluminum. Would you be interested in making a deal?,27,wood,46,aluminum
I'm interested in making a trade. I have 12 horses that I can offer for 13 iron. Would you consider it?,12,horses,13,iron
I have 35 aluminum that I'm willing to exchange for 31 gold. Let me know if you're interested in a trade.,35,aluminum,31,gold
I'm interested in acquiring 43 wheat and am willing to offer 22 horses in exchange. Let me know if you're interested in a trade.,22,horses,43,wheat
I'm interested in acquiring 43 iron and am willing to offer 27 horses in exchange. Are you open to a trade?,27,horses,43,iron
I'm willing to offer 28 stones for 39 horses. Are you open to a trade?,28,stones,39,horses
I have 25 gold that I'm willing to trade for 4 coal. Would you consider the offer?,25,gold,4,coal
I'm willing to exchange 46 coal for 19 wheat. Is that something you'd be interested in?,46,coal,19,wheat
I'd like to acquire 25 gold and am willing to trade 24 coal in exchange. Let me know if you're interested in a deal.,24,coal,25,gold
I'm interested in acquiring 18 aluminum. I have 17 stones that I can offer in exchange. Would you consider the trade?,17,stones,18,aluminum
I'm interested in acquiring 1 coal and am willing to offer 1 wheat in exchange. Let me know if you're interested in a trade.,1,wheat,1,coal
I have 42 coal that I'm looking to trade for 12 wheat. Would you be open to that exchange?,42,coal,12,wheat
I'm interested in trading 16 wood for 30 horses. What do you think?,16,wood,30,horses
How about a trade? I have 31 aluminum that I can offer in exchange for 40 gold.,31,aluminum,40,gold
I'm interested in acquiring 44 gold. I have 50 aluminum that I can offer in exchange. Would you consider the trade?,50,aluminum,44,gold
I'm looking to trade 43 wheat for 9 horses. Would you consider the offer?,43,wheat,9,horses
I have 16 wood that I'm looking to exchange for 4 horses. Are you open to a trade?,16,wood,4,horses
Would you be willing to trade 15 wheat for 37 gold ? Let me know.,37,gold,15,wheat
I'm interested in trading 47 coal for 14 horses. What do you think?,47,coal,14,horses
How about we make a trade? I'm willing to offer 3 aluminum in exchange for 30 coal.,3,aluminum,30,coal
I'm interested in acquiring 11 gold and am willing to offer 44 wood in exchange. Are you open to a trade?,44,wood,11,gold
I'd like to make a trade. I have 30 coal that I can offer for 16 wood.,30,coal,16,wood
I have 22 horses and I'm interested in trading them for 50 wood. Would you consider the offer?,22,horses,50,wood
I have 32 gold that I'm willing to trade for 14 wood. Would you consider the offer?,32,gold,14,wood
I'd like to trade 12 wood for 30 stones. What do you think?,12,wood,30,stones
I'm willing to trade 47 wheat for 42 iron. Let me know if you're interested.,47,wheat,42,iron
I'm looking to diversify my assets and would like to trade 38 coal for 21 stones. What do you think?,38,coal,21,stones
I'm willing to trade 27 coal for 22 stones. Would you consider the offer?,27,coal,22,stones
I'd like to offer 34 horses for 1 stones. Would you be interested in making a trade?,34,horses,1,stones
I'd like to make a trade. I have 18 iron that I can offer for 28 wheat.,18,iron,28,wheat
I'm looking to trade 13 coal for 32 wheat. Would you consider the offer?,13,coal,32,wheat
I'm willing to offer 17 aluminum for 14 stones. Are you interested in making a trade?,17,aluminum,14,stones
I'd like to offer 38 stones for 26 horses. Are you open to a trade?,38,stones,26,horses
How about a trade? I have 2 aluminum that I can offer in exchange for 43 horses.,2,aluminum,43,horses
I have 12 aluminum that I'm willing to offer in exchange for 27 gold. Let me know if you're interested in a trade.,12,aluminum,27,gold
I'm interested in trading 29 iron for 14 horses. What do you think?,29,iron,14,horses
I'm willing to offer 33 stones for 30 horses. Let me know if you're interested in making a trade.,33,stones,30,horses
"If you're interested in trading, I have 6 gold that I'm willing to offer for 46 aluminum.",6,gold,46,aluminum
I have 6 wood and am looking to exchange them for 1 iron. Would you be open to a trade?,6,wood,1,iron
I'm willing to exchange 10 wheat for 47 horses. Let me know if you're interested in a trade.,10,wheat,47,horses
I'd like to offer 28 aluminum for 50 wheat. Would you be interested in making a trade?,28,aluminum,50,wheat
I'm willing to trade 44 wheat for 3 stones. Would you consider the offer?,44,wheat,3,stones
I'm interested in acquiring 28 stones and am willing to trade 6 wood in exchange. Would you be open to that?,6,wood,28,stones
I'm interested in acquiring 11 aluminum and am willing to offer 31 gold in exchange. Are you open to a trade?,31,gold,11,aluminum
"If you're interested in trading, I have 21 horses that I'm willing to offer for 13 gold.",21,horses,13,gold
I'd like to acquire 14 wood and am willing to offer 47 stones in exchange. Are you open to a trade?,47,stones,14,wood
I'd like to offer 10 coal for 11 iron. Would you be interested in making a trade?,10,coal,11,iron
I have 2 stones and am interested in trading them for 22 wood. What do you think?,2,stones,22,wood
I'm looking to acquire 50 wood and am willing to offer 20 coal in exchange. Would you be interested?,20,coal,50,wood
I have 22 coal that I can trade for 6 gold. Are you interested in making a deal?,22,coal,6,gold
I'm willing to exchange 35 wheat for 23 stones. Let me know if you're interested in a trade.,35,wheat,23,stones
I have 27 coal that I'm interested in trading for 20 stones. Would you consider the offer?,27,coal,20,stones
I have 32 iron that I can trade for 4 stones. Are you interested?,32,iron,4,stones
I'm looking to acquire 24 horses and am willing to trade 23 wood for them. Would you be interested?,23,wood,24,horses
I have 35 iron that I'm looking to exchange for 29 horses. Would you like to make a trade?,35,iron,29,horses
I'd like to offer 50 coal for 2 wheat. Are you open to a trade?,50,coal,2,wheat
I'm willing to offer 25 wheat for 46 gold. Are you open to a trade?,25,wheat,46,gold
How about a trade? I have 31 aluminum that I'm willing to exchange for 24 coal.,31,aluminum,24,coal
I'm interested in trading 24 coal for 17 iron. What do you think?,24,coal,17,iron
I have 3 stones and I'm interested in trading them for 33 horses. Would you consider the offer?,3,stones,33,horses
I'm interested in acquiring 3 wheat. I have 4 gold that I can offer in exchange. Would you consider the trade?,4,gold,3,wheat
I'd like to acquire 16 horses and am willing to offer 38 stones in exchange. Are you open to a trade?,38,stones,16,horses
How about a trade? I have 19 stones that I can offer in exchange for 5 gold.,19,stones,5,gold
I'm looking to acquire 20 wood and can offer 44 wheat in exchange. Would you be interested in a trade?,44,wheat,20,wood
How about we make a deal? I have 3 wheat that I can trade for 15 aluminum.,3,wheat,15,aluminum
I'm looking to acquire 26 aluminum and am willing to offer 26 horses in exchange. Let me know if you're interested in a trade.,26,horses,26,aluminum
I'm interested in trading 34 wood for 13 coal. Let me know if you'd like to make a deal.,34,wood,13,coal
I'm willing to exchange 18 gold for 37 stones. Let me know if you're interested.,18,gold,37,stones
I have 7 horses that I'm willing to trade for 16 aluminum. Would you be interested in making a deal?,7,horses,16,aluminum
I have 23 horses and am looking to exchange them for 42 iron. Would you be open to a trade?,23,horses,42,iron
I'm looking to diversify my assets and would like to trade 16 coal for 44 gold. What do you think?,16,coal,44,gold
I'd like to acquire 5 wood and am willing to offer 33 iron in exchange. Would you be interested in a trade?,33,iron,5,wood
I'm willing to exchange 3 iron for 42 wood. Let me know if you're interested in a trade.,3,iron,42,wood
I'd like to make a trade. I have 19 gold that I can offer for 5 stones.,19,gold,5,stones
I have 11 horses that I'm willing to trade for 7 stones. Would you consider the offer?,11,horses,7,stones
I'm interested in acquiring 42 coal and am willing to trade 49 iron in exchange. Would you be open to that?,49,iron,42,coal
I'm looking to acquire 33 horses and can offer 41 aluminum in exchange. Would you be interested in a trade?,41,aluminum,33,horses
I'm interested in trading 35 aluminum for 26 iron. What do you think?,35,aluminum,26,iron
I'm looking to diversify my holdings and would like to trade 44 horses for 45 stones. Would you be interested?,44,horses,45,stones
I'm interested in making a trade. I have 21 stones that I can offer for 30 gold. Would you consider it?,21,stones,30,gold
I'd like to acquire 28 wood and am willing to offer 16 wheat in exchange. Would you be interested in a trade?,16,wheat,28,wood
I'm looking to diversify my holdings and would like to trade 9 wheat for 6 gold. Would you be interested?,9,wheat,6,gold
I have 12 aluminum that I can trade for 25 stones. Are you interested in making a deal?,12,aluminum,25,stones
I'm willing to trade 23 iron for 38 wheat. Let me know if you're interested.,23,iron,38,wheat
I have 30 coal that I'm willing to offer in exchange for 20 gold. Let me know if you're interested in a trade.,30,coal,20,gold
I'd like to acquire 43 wood and am willing to offer 11 aluminum in exchange. Would you be interested in a trade?,11,aluminum,43,wood
I'm interested in acquiring 26 stones and am willing to offer 12 coal in exchange. Are you open to a trade?,12,coal,26,stones
I'd like to make a trade. I have 7 wheat that I'm willing to offer for 50 wood.,7,wheat,50,wood
I'd like to acquire 23 wood and am willing to offer 10 horses in exchange. Are you interested in making a trade?,10,horses,23,wood
I'm interested in acquiring 19 horses and am willing to trade 49 stones in exchange. Would you consider the offer?,49,stones,19,horses
I'm looking to acquire 41 wood and can offer 3 gold in exchange. Would you be interested in a trade?,3,gold,41,wood
I'm willing to trade 41 iron for 36 aluminum. Would you consider the offer?,41,iron,36,aluminum
I'm looking to trade 45 horses for 26 coal. Would you consider the offer?,45,horses,26,coal
I'd like to offer 33 horses in exchange for 47 iron. Let me know if you're interested in making a trade.,33,horses,47,iron
I'm interested in trading 29 wheat for 24 horses. Would you be open to a trade?,29,wheat,24,horses
I'm interested in acquiring 19 gold and am willing to offer 33 iron in exchange. Are you open to a trade?,33,iron,19,gold
I'm interested in trading 49 wheat for 29 horses. What do you think?,49,wheat,29,horses
I'm willing to exchange 36 wood for 43 iron. Is that something you'd be interested in?,36,wood,43,iron
I'd like to make a trade. I have 34 aluminum that I'm willing to offer for 30 horses. Would you be interested?,34,aluminum,30,horses
I'm willing to trade 36 gold for 42 coal. Let me know if you're interested.,36,gold,42,coal
I'm interested in trading 3 iron for 20 aluminum. Let me know if you'd like to make a deal.,3,iron,20,aluminum
I'm willing to exchange 14 iron for 2 horses. Let me know if you're interested.,14,iron,2,horses
I'm interested in trading 38 wood for 21 wheat. What do you think?,38,wood,21,wheat
I'm looking to trade 20 wood for 26 wheat. Would you consider the offer?,20,wood,26,wheat
I have 42 stones that I'm interested in trading for 28 wheat. Would you consider the offer?,42,stones,28,wheat
I'd like to make a trade. I have 33 wheat that I can offer for 7 iron.,33,wheat,7,iron
I'd like to acquire 24 stones and am willing to trade 1 gold in exchange. Let me know if you're interested in a deal.,1,gold,24,stones
"If you're interested in trading, I have 20 aluminum that I'm willing to offer for 21 wheat.",20,aluminum,21,wheat
I'd like to acquire 24 iron and can offer 33 gold in exchange. Let me know if you're interested in a trade.,33,gold,24,iron
I have 5 coal that I'm looking to exchange for 9 gold. Are you open to a trade?,5,coal,9,gold
I'm looking to trade 47 stones for 39 gold. Would you consider the offer?,47,stones,39,gold
How about we make a deal? I have 20 aluminum and I'm interested in trading them for 46 stones.,20,aluminum,46,stones
I have 18 wood that I'm looking to trade for 40 gold. Let me know if you're interested.,18,wood,40,gold
I'd like to acquire 16 stones and am willing to offer 1 coal in exchange. Would you be interested in a trade?,1,coal,16,stones
I'm interested in acquiring 9 horses. I have 10 iron that I can offer in exchange. Would you consider the trade?,10,iron,9,horses
"If you're interested in trading, I have 12 stones that I'm willing to offer for 43 aluminum.",12,stones,43,aluminum
I have 12 wood that I'm looking to trade for 50 stones. Let me know if you're interested.,12,wood,50,stones
I have 12 horses that I'm willing to trade for 44 aluminum. Would you be interested?,12,horses,44,aluminum
I'd like to acquire 29 coal and am willing to offer 28 horses in exchange. Would you be interested in a trade?,28,horses,29,coal
How about we make a deal? I have 8 coal and I'm interested in trading them for 11 gold.,8,coal,11,gold
How about we make a deal? I have 17 stones that I can trade for 9 coal.,17,stones,9,coal
I'd like to trade 49 gold for 44 stones. Let me know if you're interested.,49,gold,44,stones
I'm interested in trading 18 coal for 22 stones. Would you be open to a trade?,18,coal,22,stones
I have 44 coal that I'm looking to trade for 3 iron. Would you be open to that exchange?,44,coal,3,iron
Are you open to a trade? I have 24 coal that I'm willing to exchange for 30 gold.,24,coal,30,gold
I'm interested in trading 34 gold for 7 iron. Would you be open to a trade?,34,gold,7,iron
I have 44 gold that I'm willing to trade for 1 coal. Would you be interested in making a deal?,44,gold,1,coal
I'm willing to trade 3 gold for 31 wheat. Let me know if you're interested.,3,gold,31,wheat
I have 40 stones and am looking to trade them for 36 iron. Would you consider the offer?,40,stones,36,iron
I'd like to make a trade. I have 3 iron that I'm willing to offer for 17 stones. Would you be interested?,3,iron,17,stones
I'm looking to acquire 15 wood and am willing to trade 10 stones for them. Would you be interested?,10,stones,15,wood
How about we make a trade? I'm willing to offer 26 horses in exchange for 37 stones.,26,horses,37,stones
I'm interested in acquiring 17 aluminum and am willing to offer 3 stones in exchange. Are you open to a trade?,3,stones,17,aluminum
I'd like to offer 17 horses in exchange for 48 iron. Let me know if you're interested in making a trade.,17,horses,48,iron
I'm looking to trade 35 iron for 7 gold. Would you consider the offer?,35,iron,7,gold
I'm interested in acquiring 26 iron and am willing to offer 36 horses in exchange. Let me know if you're interested in a trade.,36,horses,26,iron
I'm looking to trade 21 wheat for 15 aluminum. Would you consider the offer?,21,wheat,15,aluminum
I'm looking to diversify my holdings and would like to trade 12 wheat for 21 wood. Would you be interested?,12,wheat,21,wood
I'm looking to diversify my holdings and would like to trade 22 gold for 6 wood. Would you be interested?,22,gold,6,wood
I'm willing to exchange 24 wood for 43 aluminum. Is that something you'd be interested in?,24,wood,43,aluminum
I'm interested in making a trade. I have 16 wheat that I can offer for 17 wood. Would you consider it?,16,wheat,17,wood
I'm willing to exchange 14 stones for 49 coal. Is that something you'd be interested in?,14,stones,49,coal
I'm willing to exchange 29 wood for 50 coal. Let me know if you're interested.,29,wood,50,coal
I'm looking to acquire 43 wood and am willing to offer 14 wheat in exchange. Let me know if you're interested in a trade.,14,wheat,43,wood
I have 10 wheat and am interested in exchanging them for 25 wood. Are you open to a trade?,10,wheat,25,wood
I'd like to acquire 27 wood and am willing to offer 23 horses in exchange. Are you interested in making a trade?,23,horses,27,wood
I'm interested in acquiring 30 iron and am willing to offer 33 coal in exchange. Are you open to a trade?,33,coal,30,iron
I'm looking to acquire 29 gold and am willing to trade 9 coal for them. Would you be interested?,9,coal,29,gold
I'm willing to exchange 16 iron for 43 aluminum. Let me know if you're interested.,16,iron,43,aluminum
I'm interested in trading 19 wood for 23 wheat. What do you think?,19,wood,23,wheat
How about a trade? I have 30 horses that I can offer in exchange for 45 gold.,30,horses,45,gold
"If you're interested in trading, I have 11 wheat that I'm willing to offer for 12 wood.",11,wheat,12,wood
I'm looking to diversify my assets and would like to trade 50 coal for 36 aluminum. What do you think?,50,coal,36,aluminum
I'm interested in making a trade. I have 38 coal that I can offer for 27 wheat. Would you consider it?,38,coal,27,wheat
I'm interested in acquiring 28 aluminum. I have 15 wood that I can offer in exchange. Would you consider the trade?,15,wood,28,aluminum
I have 46 wheat that I'm willing to trade for 32 gold. Are you open to a deal?,46,wheat,32,gold
I'm looking to diversify my assets and would like to trade 21 aluminum for 21 coal. Would you consider it?,21,aluminum,21,coal
I'm looking to acquire 49 horses and am willing to trade 8 iron for them. Would you be interested?,8,iron,49,horses
I have 22 horses that I'm interested in trading for 33 stones. Would you consider the offer?,22,horses,33,stones
I'm willing to offer 46 iron for 18 wood. Let me know if you're interested in making a trade.,46,iron,18,wood
I'm interested in acquiring 40 aluminum and am willing to offer 27 horses in exchange. Are you open to a trade?,27,horses,40,aluminum
I'm looking to acquire 20 aluminum and am willing to trade 40 stones for them. Would you be interested?,40,stones,20,aluminum
I'd like to acquire 24 wheat and can offer 46 aluminum in exchange. Would you be interested in trading?,46,aluminum,24,wheat
How about a trade? I have 41 coal that I can offer in exchange for 12 stones.,41,coal,12,stones
How about a trade? I'll give you 13 horses in exchange for 23 wood.,13,horses,23,wood
I'd like to acquire 15 horses and am willing to offer 49 iron in exchange. Are you open to a trade?,49,iron,15,horses
I'm interested in trading 11 wheat for 15 stones. Would you be open to a trade?,11,wheat,15,stones
I'm willing to exchange 45 aluminum for 45 coal. Is that something you'd be interested in?,45,aluminum,45,coal
I have 39 wheat that I'm willing to exchange for 20 aluminum. Let me know if you're interested in a trade.,39,wheat,20,aluminum
I'd like to acquire 17 wheat and am willing to trade 41 iron in exchange. Let me know if you're interested in a deal.,41,iron,17,wheat
I'd like to acquire 40 horses and am willing to offer 16 wood in exchange. Are you open to a trade?,16,wood,40,horses
I'm interested in acquiring 11 wood. I have 38 iron that I can offer in exchange. Would you consider the trade?,38,iron,11,wood
I'm looking to acquire 34 coal and am willing to trade 4 stones for them. Would you be interested?,4,stones,34,coal
I'd like to acquire 19 horses and am willing to offer 28 wood in exchange. Are you open to a trade?,28,wood,19,horses
How about a trade? I'll give you 27 stones in exchange for 34 coal.,27,stones,34,coal
How about a trade? I have 13 iron that I'm willing to exchange for 25 gold.,13,iron,25,gold
I have 2 iron that I'm willing to offer in exchange for 17 stones. Let me know if you're interested in a trade.,2,iron,17,stones
I'm looking to diversify my assets and would like to trade 8 iron for 39 wheat. What do you think?,8,iron,39,wheat
I have 1 iron and am looking to exchange them for 6 aluminum. Would you be open to a trade?,1,iron,6,aluminum
I have 39 wood that I'm looking to trade for 26 horses. Let me know if you're interested.,39,wood,26,horses
I have 6 wheat and am interested in exchanging them for 39 stones. Are you open to a trade?,6,wheat,39,stones
I have 4 wood that I'm looking to trade for 36 coal. Would you be open to that exchange?,4,wood,36,coal
I have 36 wood that I'm looking to exchange for 8 gold. Would you like to make a trade?,36,wood,8,gold
I'm looking to acquire 23 gold and am willing to offer 2 horses in exchange. Would you be interested?,2,horses,23,gold
I'm looking to diversify my holdings and would like to trade 36 stones for 35 wood. Would you be interested?,36,stones,35,wood
I'd like to offer 29 stones for 45 iron. Would you consider the trade?,29,stones,45,iron
I have 35 iron and am looking to trade them for 26 horses. Would you consider the offer?,35,iron,26,horses
I'm looking to diversify my assets and would like to trade 38 iron for 4 wood. What do you think?,38,iron,4,wood
How about a trade? I have 44 wheat that I'm willing to exchange for 3 wood.,44,wheat,3,wood
I'd like to trade 27 horses for 36 coal. What do you think?,27,horses,36,coal
I have 43 wood that I'm interested in trading for 3 gold. Would you consider the offer?,43,wood,3,gold
I have 17 horses that I'm looking to exchange for 9 aluminum. Are you open to a trade?,17,horses,9,aluminum
I'd like to acquire 25 iron and am willing to trade 22 coal in exchange. Let me know if you're interested in a deal.,22,coal,25,iron
I have 33 aluminum that I'm willing to trade for 35 gold. Would you be interested in making a deal?,33,aluminum,35,gold
I'm willing to offer 19 iron for 3 coal. Let me know if you're interested in making a trade.,19,iron,3,coal
I'm interested in trading 1 wood for 18 iron. Let me know if you'd like to make a deal.,1,wood,18,iron
"If you're interested in trading, I have 14 wheat that I'm willing to offer for 25 horses.",14,wheat,25,horses
I have 1 aluminum that I'm interested in trading for 12 horses. Would you consider the offer?,1,aluminum,12,horses
I'm looking to acquire 24 stones and am willing to offer 14 wood in exchange. Let me know if you're interested in a trade.,14,wood,24,stones
I'm willing to trade 23 iron for 33 wood. Would you consider the offer?,23,iron,33,wood
I'm looking to diversify my assets and would like to trade 36 stones for 10 wood. Would you consider it?,36,stones,10,wood
I'm willing to offer 31 wood for 42 iron. Let me know if you're interested in making a trade.,31,wood,42,iron
How about a trade? I have 21 stones that I can offer in exchange for 4 iron.,21,stones,4,iron
I'm looking to diversify my holdings and would like to trade 13 horses for 16 iron. Would you be interested?,13,horses,16,iron
I have 46 iron and am looking to trade them for 10 wheat. Would you consider the offer?,46,iron,10,wheat
I'm willing to trade 43 aluminum for 45 iron. Let me know if you're interested.,43,aluminum,45,iron
I'm interested in trading 2 stones for 30 wheat. What do you think?,2,stones,30,wheat
I'm interested in acquiring 14 horses and am willing to offer 48 gold in exchange. Are you open to a trade?,48,gold,14,horses
How about a trade? I have 3 stones that I can offer in exchange for 13 gold.,3,stones,13,gold
I'm interested in trading 42 iron for 48 wheat. What do you think?,42,iron,48,wheat
How about a trade? I have 38 horses that I can offer in exchange for 43 gold.,38,horses,43,gold
I'm looking to trade 36 gold for 7 wood. Would you consider the offer?,36,gold,7,wood
I'm interested in trading 37 wood for 37 iron. Let me know if you'd like to make a deal.,37,wood,37,iron
I'd like to acquire 45 horses and am willing to offer 19 iron in exchange. Are you open to a trade?,19,iron,45,horses
I'm willing to trade 8 stones for 32 gold. Would you consider the offer?,8,stones,32,gold
I'm interested in acquiring 43 wood and am willing to offer 45 horses in exchange. Let me know if you're interested in a trade.,45,horses,43,wood
I'd like to make a trade. I have 16 wood that I'm willing to offer for 11 coal.,16,wood,11,coal
I'm looking to diversify my holdings and would like to trade 17 wood for 19 aluminum. Would you be interested?,17,wood,19,aluminum
I'm willing to offer 1 wood for 27 iron. Are you interested in making a trade?,1,wood,27,iron
I have 11 coal that I'm looking to trade for 43 wheat. Let me know if you're interested.,11,coal,43,wheat
I'd like to acquire 37 coal and am willing to trade 24 wheat in exchange. Let me know if you're interested in a deal.,24,wheat,37,coal
I'm interested in trading 32 stones for 38 wheat. Let me know if you'd like to make a deal.,32,stones,38,wheat
I'd like to make a trade. I have 28 aluminum that I can offer for 2 gold.,28,aluminum,2,gold
I'm interested in trading 4 horses for 12 wheat. What do you think?,4,horses,12,wheat
I have 10 iron that I'm willing to trade for 45 stones. Would you consider the offer?,10,iron,45,stones
How about we make a trade? I'm willing to offer 50 stones in exchange for 33 gold.,50,stones,33,gold
I'd like to offer 38 wheat in exchange for 35 aluminum. Let me know if you're interested in making a trade.,38,wheat,35,aluminum
I'd like to acquire 45 horses and am willing to trade 12 stones in exchange. Let me know if you're interested in a deal.,12,stones,45,horses
I'm interested in trading 43 stones for 37 coal. Would you be open to a trade?,43,stones,37,coal
I have 4 stones that I'm looking to trade for 22 aluminum. Let me know if you're interested.,4,stones,22,aluminum
Are you open to a trade? I have 15 wood that I'm willing to exchange for 3 horses.,15,wood,3,horses
I have 43 horses that I'm looking to exchange for 5 gold. Are you open to a trade?,43,horses,5,gold
I have 49 gold that I'm willing to trade for 35 wood. Would you be interested in making a deal?,49,gold,35,wood
I'd like to make a trade. I have 33 coal that I'm willing to offer for 32 stones.,33,coal,32,stones
"If you're interested in trading, I have 46 wheat that I'm willing to offer for 27 horses.",46,wheat,27,horses
I have 20 wheat that I'm looking to exchange for 16 wood. Would you like to make a trade?,20,wheat,16,wood
I'm interested in trading 12 gold for 29 coal. Let me know if you're interested.,12,gold,29,coal
I have 22 aluminum and am looking to trade them for 30 wheat. Would you consider the offer?,22,aluminum,30,wheat
I'm looking to acquire 12 wheat and can offer 49 aluminum in exchange. Would you be interested in a trade?,49,aluminum,12,wheat
How about we make a deal? I have 26 coal that I can trade for 50 wheat.,26,coal,50,wheat
I'm interested in acquiring 31 horses and am willing to offer 8 iron in exchange. Are you open to a trade?,8,iron,31,horses
I'm interested in acquiring 25 wheat and am willing to offer 16 coal in exchange. Are you open to a trade?,16,coal,25,wheat
I'm willing to trade 49 stones for 25 wood. Would you be interested in making a deal?,49,stones,25,wood
I'd like to offer 21 horses for 17 stones. Would you consider the trade?,21,horses,17,stones
I'm interested in acquiring 9 horses and am willing to trade 47 iron in exchange. Would you be open to that?,47,iron,9,horses
I'd like to make a trade. I have 38 wood that I can offer for 43 wheat.,38,wood,43,wheat
I'd like to trade 23 stones for 35 aluminum. Let me know if you're interested.,23,stones,35,aluminum
I'm looking to acquire 25 gold and am willing to offer 40 aluminum in exchange. Would you be interested?,40,aluminum,25,gold
I'm interested in acquiring 4 horses and am willing to offer 6 coal in exchange. Are you open to a trade?,6,coal,4,horses
I'd like to acquire 49 horses and am willing to offer 22 iron in exchange. Are you interested in making a trade?,22,iron,49,horses
I'm willing to trade 43 iron for 48 gold. Let me know if you're interested.,43,iron,48,gold
I have 32 aluminum that I'm interested in trading for 26 horses. Would you consider the offer?,32,aluminum,26,horses
How about a trade? I have 16 wheat that I can offer in exchange for 48 stones.,16,wheat,48,stones
I'm interested in acquiring 36 stones and am willing to offer 35 horses in exchange. Let me know if you're interested in a trade.,35,horses,36,stones
How about we make a deal? I have 32 wheat that I can trade for 1 iron.,32,wheat,1,iron
I'm interested in trading 11 wood for 32 stones. What do you think?,11,wood,32,stones
